course_code,lang,section,semester,prof_name,course_name,credits,exam_form,workload,type,keywords,available_programs,course_url
EE-512,english,SV,winter,Lemay Mathieu,Applied biomedical signal processing,4,Written,2hrs/week,optional,"['signal processing', 'biomedical engineering', 'signal modelling', 'spectral analysis', 'adaptive filtering', 'algorithm design']","['Electrical and Electronics Engineering MA1', 'Electrical and Electronics Engineering MA3', 'Computer Science - Cybersecurity MA1', 'Computer Science - Cybersecurity MA3', 'Computer Science MA1', 'Computer Science MA3', 'Life Sciences Engineering MA1', 'Life Sciences Engineering MA3', 'Microengineering MA1', 'Microengineering MA3', 'Communication Systems - master program MA1', 'Communication Systems - master program MA3', 'Biomedical technologies minor Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3194516710&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
EE-515,english,SV,winter,Guiducci Carlotta,Fundamentals of biosensors and electronic biochips,3,Written,3hrs/week,optional,[],"['Electrical and Electronics Engineering MA1', 'Electrical and Electronics Engineering MA3', 'Molecular & Biological Chemistry MA1', 'Molecular & Biological Chemistry MA3', 'Life Sciences Engineering MA1', 'Life Sciences Engineering MA3', 'Micro- and Nanotechnologies for Integrated Systems MA3', 'Microengineering MA1', 'Microengineering MA3', 'Neuro-X MA1', 'Neuro-X MA3', 'Data and Internet of Things minor Autumn semester', 'Neuro-X minor Autumn semester', 'Biomedical technologies minor Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1670074783&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
EE-559,english,SV,summer,Cavallaro Andrea,Deep learning,4,During the semester,4hrs/week,optional,"['machine learning', 'neural networks', 'deep learning', 'python']","['Electrical and Electronics Engineering MA2', 'Electrical and Electronics Engineering MA4', 'Communication Systems - master program MA2', 'Communication Systems - master program MA4', 'Computational science and Engineering MA2', 'Computational science and Engineering MA4', 'Computer Science - Cybersecurity MA2', 'Computer Science - Cybersecurity MA4', 'Computer Science MA2', 'Computer Science MA4', 'Data Science MA2', 'Data Science MA4', 'Digital Humanities MA2', 'Digital Humanities MA4', 'Financial engineering MA2', 'Financial engineering MA4', 'Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Neuro-X MA2', 'Neuro-X MA4', 'Quantum Science and Engineering MA2', 'Quantum Science and Engineering MA4', 'Robotics MA2', 'Robotics MA4', 'Statistics MA2', 'Statistics MA4', 'Civil and Environmental Engineering (edoc)', 'Computational science and engineering minor Spring semester', 'Data science minor Spring semester', 'Electrical Engineering (edoc)', 'Electrical and electronic engineering minor Spring semester', 'Joint EPFL - ETH Zurich Doctoral Program in the Learning Sciences', 'Materials Science and Engineering (edoc)', 'Minor in Quantum Science and Engineering Spring semester', 'Minor in statistics Spring semester', 'Neuro-X minor Spring semester', 'Robotics Control and Intelligent Systems (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2217766498&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=en
MATH-203(a),french,SV,winter,Dalang Robert,"Analysis III (for SV, MT)",4,Written,4hrs/week,mandatory,"['analye vectorielle', 'analyse complexe']","['Microengineering BA3', 'Life Sciences Engineering BA3', 'Passerelle HES - MT Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4544129672&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683117&ww_c_langue=en
MATH-207(a),french,SV,summer,Dalang Robert,"Analysis IV (for SV, MT)",4,Written,4hrs/week,mandatory,"['analyse de fourier et de laplace', 'distributions tempérées']","['Microengineering BA4', 'Life Sciences Engineering BA4', 'Passerelle HES - MT Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4544138324&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683117&ww_c_langue=en
MATH-235,english,SV,winter,Stensrud Mats Julius,Probability and statistics (for SV),4,Written,4hrs/week,mandatory,[],['Life Sciences Engineering BA3'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3970303615&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683117&ww_c_langue=fr
MATH-251(c),french,SV,summer,Olikier Guillaume Alexandre C,Numerical analysis,4,Written,4hrs/week,mandatory,"['méthodes numériques', 'systèmes linéaires', 'équations différentielles', 'python']",['Life Sciences Engineering BA4'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1179245&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683117&ww_c_langue=en
MATH-341,english,SV,winter,Panaretos Victor,Linear models,5,Written,4hrs/week,optional,[],"['Mathematics BA5', 'Data Science MA1', 'Data Science MA3', 'Life Sciences Engineering MA1', 'Life Sciences Engineering MA3']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2046387306&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
MATH-352,english,SV,winter,Stensrud Mats Julius,Causal thinking,5,Written,4hrs/week,optional,"['causality', 'causal inference', 'randomisation', 'design of experiments', 'observational studies', 'causal graphs']","['Chemistry BA5', 'Computational and Quantitative Biology (edoc)', 'Data Science MA1', 'Data Science MA3', 'Digital Humanities MA1', 'Digital Humanities MA3', 'Computer Science - Cybersecurity MA1', 'Computer Science - Cybersecurity MA3', 'Computer Science MA1', 'Computer Science MA3', 'Life Sciences Engineering MA1', 'Life Sciences Engineering MA3', 'Neuro-X minor Autumn semester', 'Neuro-X MA1', 'Neuro-X MA3', 'Communication Systems - master program MA1', 'Communication Systems - master program MA3']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3209814487&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
ME-231(b),english,SV,winter,Fantner Georg,Structural mechanics for SV,4,Written,4hrs/week,optional,[],"['Life Sciences Engineering BA5', 'Life Sciences Engineering MA1', 'Life Sciences Engineering MA3']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1770844214&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
ME-436,english,SV,summer,Sakar Mahmut Selman,Micro/Nano robotics,3,During the semester,3hrs/week,optional,"['multiphysics', 'design and manufacturing of small scale machinery', 'wireless power transmission', 'bioinspired engineering', 'principles of biological actuation', 'mobile robots']","['Mechanical Engineering MA2', 'Mechanical Engineering MA4', 'Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Robotics MA2', 'Robotics MA4', 'Mechanical engineering minor Spring semester', 'Robotics Control and Intelligent Systems (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2402799722&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
ME-481,english,SV,summer,Stergiopoulos Nikolaos,Biomechanics of the cardiovascular system,3,Written,3hrs/week,optional,[],"['Mechanical Engineering MA2', 'Mechanical Engineering MA4', 'Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Mechanical engineering minor Spring semester', 'Biomedical technologies minor Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=132147064&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
ME-482,english,SV,summer,Pioletti Dominique,Biomechanics of the musculoskeletal system,5,During the semester,3hrs/week,optional,"['constitutive laws', 'identification', 'orthopedics']","['Mechanical Engineering MA2', 'Mechanical Engineering MA4', 'Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Mechanical engineering minor Spring semester', 'Minor in life sciences engineering Spring semester', 'Biomedical technologies minor Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=824161299&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
MGT-404,english,SV,summer,de Rassenfosse Gaétan Jean A,Management of intellectual property,3,Written,3hrs/week,optional,"['innovation', 'intellectual property', 'patent', 'trademark', 'copyright', 'strategy', 'licensing']","['Management MA2', 'Management MA4', 'Digital Humanities MA2', 'Digital Humanities MA4', 'Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Management Technology and Entrepreneurship minor  Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2923823155&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
MGT-425,english,SV,winter,Piveteau Laurent-Dominique,Strategic management of innovation,4,During the semester,3hrs/week,optional,"['innovation management', 'strategy', 'market access', 'product development', 'business model', 'disruption', 'market analysis', 'ip strategy']","['Management MA1', 'Management MA3', 'Life Sciences Engineering MA1', 'Life Sciences Engineering MA3', 'Management Technology and Entrepreneurship minor  Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3917770237&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
MGT-484,english,SV,summer,Cristi Espinosa Andrés Ignacio,Applied probability & stochastic processes,4,Written,4hrs/week,mandatory,"['markov chains', 'markov decision processes', 'dynamic programming', 'optimal control']","['Management MA2', 'Management MA4', 'Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Neuro-X MA2', 'Neuro-X MA4', 'Management of technology (edoc)', 'Management Technology and Entrepreneurship minor  Spring semester', 'Neuro-X minor Spring semester', 'Physics of living systems minor Spring semester', 'Systems Engineering minor Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=352617902&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
MICRO-310(b),french,SV,winter,Unser Michaël,Signals and systems I (for SV),4,Written,4hrs/week,mandatory,[],['Life Sciences Engineering BA5'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24357026&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683117&ww_c_langue=en
MICRO-311(b),french,SV,summer,Vandergheynst Pierre,Signals and systems II (for SV),4,Written,4hrs/week,mandatory,[],['Life Sciences Engineering BA6'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24357053&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683117&ww_c_langue=en
MICRO-421,english,SV,summer,Psaltis Demetri,Computational optical imaging,4,During the semester,4hrs/week,optional,"['optical imaging', 'optical instruments', 'optical design', 'performance analyis', 'aberrations', 'resolution and contrast', 'microscopy']","['Microengineering MA2', 'Microengineering MA4', 'Mechanical Engineering MA2', 'Mechanical Engineering MA4', 'Electrical and Electronics Engineering MA2', 'Electrical and Electronics Engineering MA4', 'Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Minor in Imaging Spring semester', 'Microengineering minor Spring semester', 'Photonics minor Spring semester', 'Photonics (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3876753832&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
MICRO-436,english,SV,summer,Ijspeert Auke,Computational motor control,4,During the semester,4hrs/week,optional,"['numerical models of animal motor control', 'locomotion', 'biomechanics', 'neural control of movement', 'numerical models']","['Microengineering MA2', 'Microengineering MA4', 'Mechanical Engineering MA2', 'Mechanical Engineering MA4', 'Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Neuro-X MA2', 'Neuro-X MA4', 'Robotics MA2', 'Robotics MA4', 'Computational and Quantitative Biology (edoc)', 'Computational biology minor Spring semester', 'Microengineering minor Spring semester', 'Neuro-X minor Spring semester', 'Robotics Control and Intelligent Systems (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4577341180&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
MICRO-511,english,SV,winter,"Van De Ville Dimitri Nestor Alice, Unser Michaël",Image processing I,3,Written,3hrs/week,optional,[],"['Microengineering MA1', 'Microengineering MA3', 'Data Science MA1', 'Data Science MA3', 'Nuclear engineering MA1', 'Digital Humanities MA1', 'Digital Humanities MA3', 'Computer Science - Cybersecurity MA1', 'Computer Science - Cybersecurity MA3', 'Computer Science MA1', 'Computer Science MA3', 'Life Sciences Engineering MA1', 'Life Sciences Engineering MA3', 'Neuro-X MA1', 'Neuro-X MA3', 'Robotics MA1', 'Robotics MA3', 'Computational science and Engineering MA1', 'Computational science and Engineering MA3', 'Environmental Sciences and Engineering MA1', 'Environmental Sciences and Engineering MA3', 'Communication Systems - master program MA1', 'Communication Systems - master program MA3', 'Computational and Quantitative Biology (edoc)', 'Minor in Imaging Autumn semester', 'Minor in life sciences engineering Autumn semester', 'Neuro-X minor Autumn semester', 'Computational science and engineering minor Autumn semester', 'Photonics minor Autumn semester', 'Robotics Control and Intelligent Systems (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=47994028&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
MICRO-512,english,SV,summer,"Unser Michaël, Van De Ville Dimitri Nestor Alice, Sage Daniel",Image processing II,3,Written,3hrs/week,optional,[],"['Microengineering MA2', 'Microengineering MA4', 'Data Science MA2', 'Data Science MA4', 'Digital Humanities MA2', 'Digital Humanities MA4', 'Computer Science - Cybersecurity MA2', 'Computer Science - Cybersecurity MA4', 'Computer Science MA2', 'Computer Science MA4', 'Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Neuro-X MA2', 'Neuro-X MA4', 'Robotics MA2', 'Robotics MA4', 'Computational science and Engineering MA2', 'Computational science and Engineering MA4', 'Environmental Sciences and Engineering MA2', 'Environmental Sciences and Engineering MA4', 'Communication Systems - master program MA2', 'Communication Systems - master program MA4', 'Minor in Imaging Spring semester', 'Neuro-X minor Spring semester', 'Computational science and engineering minor Spring semester', 'Photonics minor Spring semester', 'Robotics Control and Intelligent Systems (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=47994046&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
MICRO-561,english,SV,winter,Altug Hatice,Fundamentals of biomicroscopy ,4,Written,4hrs/week,optional,"['optical microscopy', 'wide field microscopy. fluorescence microscopy', 'diffraction limit', 'optical components', 'lenses', 'filters', 'detectors']","['Microengineering MA1', 'Microengineering MA3', 'Life Sciences Engineering MA1', 'Life Sciences Engineering MA3', 'Neuro-X MA1', 'Neuro-X MA3', 'Computational and Quantitative Biology (edoc)', 'Minor in Imaging Autumn semester', 'Minor in life sciences engineering Autumn semester', 'Neuro-X minor Autumn semester', 'Biomedical technologies minor Autumn semester', 'Photonics minor Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4494860532&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
MICRO-562,english,SV,summer,"Seitz Arne, Altug Hatice",Experimental biomicroscopy,4,During the semester,4hrs/week,optional,"['modern optical microscopes', 'hands-on laboratory experience', 'optical alignments', 'contrast-enhancing imaging techniques', 'fluorescence microscopy', 'confocal microscopy', 'high quality optical images']","['Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Microengineering MA2', 'Microengineering MA4', 'Neuro-X MA2', 'Neuro-X MA4', 'Computational and Quantitative Biology (edoc)', 'Minor in Imaging Spring semester', 'Neuro-X minor Spring semester', 'Biomedical technologies minor Spring semester', 'Photonics minor Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4495085725&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
NX-414,english,SV,summer,"Mathis Alexander, Schrimpf Martin",Brain-like computation and intelligence,5,Written,4hrs/week,optional,"['python', 'neuroai', 'deep learning', 'perception', 'behavior', 'motor control and learning', 'skill learning']","['Neuro-X MA2', 'Neuro-X MA4', 'Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Computational biology minor Spring semester', 'Data science minor Spring semester', 'Neuro-X minor Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3150387101&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
NX-421,english,SV,winter,"Van De Ville Dimitri Nestor Alice, Micera Silvestro",Neural signals and signal processing,6,Written,6hrs/week,optional,"['electrophysiology', 'nervous system', 'neuroimaging', 'brain mapping', 'systems-level neuroscience', 'mri']","['Neuro-X MA1', 'Neuro-X MA3', 'Life Sciences Engineering MA1', 'Life Sciences Engineering MA3', 'Microengineering MA1', 'Microengineering MA3', 'Robotics MA1', 'Robotics MA3', 'Computational biology minor Autumn semester', 'Minor in Imaging Autumn semester', 'Neuro-X minor Autumn semester', 'Biomedical technologies minor Autumn semester', 'Neuroscience (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3150386813&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
NX-422,english,SV,winter,"Shoaran Mahsa, Lacour Stéphanie",Neural interfaces,6,During the semester,6hrs/week,optional,['electrodes microfabrication biomaterials implantable electronics circuit design low-power electronics machine learning telemetry neural engineering'],"['Neuro-X MA1', 'Neuro-X MA3', 'Electrical and Electronics Engineering MA1', 'Electrical and Electronics Engineering MA3', 'Life Sciences Engineering MA1', 'Life Sciences Engineering MA3', 'Microengineering MA1', 'Microengineering MA3', 'Robotics MA1', 'Robotics MA3', 'Neuro-X minor Autumn semester', 'Biomedical technologies minor Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3150386792&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
NX-423,english,SV,summer,"Blanke Olaf, Micera Silvestro, Courtine Grégoire, Hummel Friedhelm Christoph",Translational neuroengineering,6,Written,6hrs/week,optional,"['- translational neuroengineering and neurotechnology', 'personalized medicine', 'cognition', 'sensorimotor processing', 'perceptional processing', 'pathophysiology of neurological and mental disorders', 'basic', 'systems', 'computational translational neuroscience', 'regulatory', 'clinical trials', 'start-up']","['Neuro-X MA2', 'Neuro-X MA4', 'Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Microengineering MA2', 'Microengineering MA4', 'Robotics MA2', 'Robotics MA4', 'Neuro-X minor Spring semester', 'Biomedical technologies minor Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3150386740&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
NX-435,english,SV,summer,Mathis Mackenzie,Systems neuroscience,4,During the semester,4hrs/week,optional,"['neural circuits', 'computational modeling', 'perception & decision-making', 'neuroai']","['Neuro-X MA2', 'Neuro-X MA4', 'Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Neuro-X minor Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3428646820&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
NX-451,english,SV,summer,Rochat Kim Julien,"Regulatory, quality and clinical affairs	",3,During the semester,3hrs/week,optional,[],"['Neuro-X MA2', 'Neuro-X MA4', 'Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Neuro-X minor Spring semester', 'Biomedical technologies minor Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3937906148&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
NX-465,english,SV,summer,Gerstner Wulfram,Computational neurosciences: neuronal dynamics,5,Written,4hrs/week,optional,"['neural networks', 'neuronal dynamics', 'computational neuroscience', 'mathematical modeling in biology', 'applied  mathematics', 'brain', 'cognition', 'neurons', 'memory', 'learning', 'plasticity']","['Neuro-X MA2', 'Neuro-X MA4', 'Data Science MA2', 'Data Science MA4', 'Electrical and Electronics Engineering MA2', 'Electrical and Electronics Engineering MA4', 'Computer Science - Cybersecurity MA2', 'Computer Science - Cybersecurity MA4', 'Computer Science MA2', 'Computer Science MA4', 'Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Computational science and Engineering MA2', 'Computational science and Engineering MA4', 'Communication Systems - master program MA2', 'Communication Systems - master program MA4', 'Auditeurs en ligne Spring semester', 'Computational and Quantitative Biology (edoc)', 'Electrical Engineering (edoc)', 'Computational biology minor Spring semester', 'Neuro-X minor Spring semester', 'Computational science and engineering minor Spring semester', 'Biomedical technologies minor Spring semester', 'Neuroscience (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3123285883&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
PHYS-201(a),french,SV,winter,Loizu Cisquella Joaquim,General physics : electromagnetism,6,Written,6hrs/week,mandatory,[],['Life Sciences Engineering BA3'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2380899483&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683117&ww_c_langue=en
PHYS-301,english,SV,summer,Manley Suliana,Biophysics : physics of the cell,3,Written,3hrs/week,optional,[],"['Physics BA6', 'Mechanical Engineering MA2', 'Mechanical Engineering MA4', 'Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Physics of living systems minor Spring semester', 'Biomedical technologies minor Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2555884636&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
PHYS-302,english,SV,winter,Rahi Sahand Jamal,Biophysics : physics of biological systems,4,During the semester,4hrs/week,optional,[],"['Physics - master program MA1', 'Physics - master program MA3', 'Mechanical Engineering MA1', 'Mechanical Engineering MA3', 'Life Sciences Engineering MA1', 'Life Sciences Engineering MA3', 'Applied Physics MA1', 'Applied Physics MA3', 'Computational and Quantitative Biology (edoc)', 'Physics of living systems minor Autumn semester', 'Biomedical technologies minor Autumn semester', 'Physics (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2555885077&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
PHYS-438,english,SV,summer,Xin Lijing,Fundamentals of biomedical imaging,4,Written,4hrs/week,optional,['ultrasoundmripetspectctradioprotection'],"['Physics - master program MA2', 'Physics - master program MA4', 'Electrical and Electronics Engineering MA2', 'Electrical and Electronics Engineering MA4', 'Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Applied Physics MA2', 'Applied Physics MA4', 'Neuro-X MA2', 'Neuro-X MA4', 'Auditeurs en ligne Spring semester', 'Electrical Engineering (edoc)', 'Minor in Imaging Spring semester', 'Neuro-X minor Spring semester', 'Physics of living systems minor Spring semester', 'Biomedical technologies minor Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24374779&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
PHYS-441,english,SV,winter,De Los Rios Paolo,Statistical physics of biomacromolecules,4,Oral,4hrs/week,optional,[],"['Physics - master program MA1', 'Physics - master program MA3', 'Life Sciences Engineering MA1', 'Life Sciences Engineering MA3', 'Applied Physics MA1', 'Applied Physics MA3', 'Computational and Quantitative Biology (edoc)', 'Physics of living systems minor Autumn semester', 'Physics (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=128851631&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
PHYS-468,english,SV,summer,Stahlberg Henning Paul-Julius,Physics of life,4,Written,4hrs/week,optional,[],"['Physics - master program MA2', 'Physics - master program MA4', 'Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Applied Physics MA2', 'Applied Physics MA4', 'Physics of living systems minor Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2908399029&ww_x_anneeacad=2840683608&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=fr
HUM-120(a),,SHS,winter,"Fincoeur Bertrand Henri, Rezzi Serge André Dominique","Sustainable Food: production, health & society",2,During the semester,2hrs/week,mandatory,"['- enjeux mondiaux', 'alimentation', 'famine', 'agriculture', 'sécurité alimentaire et sanitaire des aliments', 'santé', 'contingences sociales', 'culturelles', 'économiques et politiques', 'interdisciplinarité']",['Humanities and Social Sciences Program BA3'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4468341928&ww_x_anneeacad=2840683608&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=en
HUM-120(b),,SHS,winter,"Stauber Maximilien, Canto Alvarez Carlos","Sustainable Food: production, health & society",2,During the semester,2hrs/week,mandatory,[],['Humanities and Social Sciences Program BA3'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4468371884&ww_x_anneeacad=2840683608&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=en
HUM-121(a),french,SHS,winter,"Fragnière Augustin, Berne Alexis","Climate change A: causes, impacts, challenges",2,During the semester,2hrs/week,mandatory,"['changement\xa0climatique', 'systèmes\xa0climatiques', 'écosystèmes', 'biomes', 'biodiversité', 'objectifs\xa0climatiques', 'politiques climatiques', 'scénarios du giec', 'négociations internationales', 'justice climatique', 'controverses']",['Humanities and Social Sciences Program BA3'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4478278164&ww_x_anneeacad=2840683608&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=en
HUM-121(b),,SHS,winter,"Randin Christophe François William, Thalmann Philippe","Climate change B: causes, impacts, challenges",2,During the semester,2hrs/week,mandatory,"['changement climatique', 'systèmes climatiques', 'écosystèmes', 'biomes', 'biodiversité', 'objectifs climatiques', 'politiques climatiques', 'scénarios du giec', 'négociations internationales', 'justice climatique', 'controverses']",['Humanities and Social Sciences Program BA3'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4478298195&ww_x_anneeacad=2840683608&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=en
HUM-124,english,SHS,winter,"Kaufmann Vincent, Geroliminis Nikolaos",Diversity and Sustainability in Human Mobility,2,During the semester,2hrs/week,mandatory,[],['Humanities and Social Sciences Program BA3'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4555101611&ww_x_anneeacad=2840683608&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=fr
